componente,anoPlanilha,habilidade,descricao,ondas,agrupamento,moduloOndas,aulaOndas,paginaCaderno,aulaPF,sugestoes,complementar
Ciências,4º,EF04CI04,"Analisar e construir cadeias alimentares simples, reconhecendo a posição ocupada pelos seres vivos nessas cadeias e o papel do Sol como fonte primária de energia na produção de alimentos.",1.0,4º e 5º,Módulo 1,Aula 04,9 e 10,CIE_Unidade_04: Estudos dos Animais,"Pedir aos alunos que desenhem alguns animais e em seguida,classifiquem de acordo ao desenvolvimento embrionário.","História: O Ovo
Autores: Ivan Zigg e Marcello Araújo
Narradora: Luciana Celi"
Ciências,4º,EF05CI03SE,"Correlacionar as diversas patologias inerentes aos sistemas vitais de nosso organismo aos hábitos não saudáveis da população como: sedentarismo, consumo de álcool e bebidas calóricas, ingestão excessiva de sal, açúcar e gorduras, automedicação, entre outras.",1.0,4º e 5º,Módulo 1,Aula 04,9 e 10,CIE_Unidade_04: Estudos dos Animais,"Pedir aos alunos que desenhem alguns animais e em seguida,classifiquem de acordo ao desenvolvimento embrionário.","História: O Ovo
Autores: Ivan Zigg e Marcello Araújo
Narradora: Luciana Celi"
Ciências,4º,EF04CI04,"Analisar e construir cadeias alimentares simples, reconhecendo a posição ocupada pelos seres vivos nessas cadeias e o papel do Sol como fonte primária de energia na produção de alimentos.",1.0,4º e 5º,Módulo 1,Aula 04,9 e 10,CIE_Unidade_08: As plantas,"Pedir aos alunos que desenhem alguns animais e em seguida,classifiquem de acordo ao desenvolvimento embrionário.","História: O Ovo
Autores: Ivan Zigg e Marcello Araújo
Narradora: Luciana Celi"
Ciências,4º,EF05CI03SE,"Correlacionar as diversas patologias inerentes aos sistemas vitais de nosso organismo aos hábitos não saudáveis da população como: sedentarismo, consumo de álcool e bebidas calóricas, ingestão excessiva de sal, açúcar e gorduras, automedicação, entre outras.",1.0,4º e 5º,Módulo 1,Aula 04,9 e 10,CIE_Unidade_08: As plantas,"Pedir aos alunos que desenhem alguns animais e em seguida,classifiquem de acordo ao desenvolvimento embrionário.","História: O Ovo
Autores: Ivan Zigg e Marcello Araújo
Narradora: Luciana Celi"
Princípios para uma vida saudável,4º,EF15AR04,"Experimentar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia etc.), fazendo uso sustentável de materiais, instrumentos, recursos e técnicas convencionais e não convencionais.",1.0,4º e 5º,Módulo 1,Aula 05,11 e 12,VID_Unidade_04: Os cuidados com a natureza,"Criar com os alunos, lixeiras coloridas ressaltando aimportância da separação do lixo de acordo com seusmateriais, os quais são colocados em lixeiras de coresdiferentes. Podem ser utilizadas caixas de papelão,forradas com e.v.a, papel crepom, cartolina, entre outrosmateriais das respectivas cores.","História: O Porquinho Dorminhoco
Autor: John Malam
Narradora: Conceição"
Cidadania e Convivência em Paz,4º,EF04GE11,"Identificar as características das paisagens naturais e antrópicas (relevo, cobertura vegetal, rios etc.) no ambiente em que vive, bem como a ação humana na conservação ou degradação dessas áreas.",1.0,4º e 5º,Módulo 2,Aula 06,13 e 14,CIC_Unidade_04: Elementos da Cidade,"Pedir para que os alunos desenhem em seu caderno asprofissões que eles acham mais importantes sem escreverquais são elas. Depois é hora de brincar com a turma: peçapara que eles mostrem o desenho e deixe que os colegasadivinhem as profissões desenhadas.","História: Poemas Problemas
Narradora: Sonia Kerner
Autora: Renata Bueno"
Cidadania e Convivência em Paz,4º,EF05GE1,"Descrever e analisar dinâmicas populacionais no seu município e na Unidade da Federação em que vive, estabelecendo relações entre migrações e condições de infraestrutura cultural e socioeconômica.",1.0,4º e 5º,Módulo 2,Aula 06,13 e 14,CIC_Unidade_04: Elementos da Cidade,"Pedir para que os alunos desenhem em seu caderno asprofissões que eles acham mais importantes sem escreverquais são elas. Depois é hora de brincar com a turma: peçapara que eles mostrem o desenho e deixe que os colegasadivinhem as profissões desenhadas.","História: Poemas Problemas
Narradora: Sonia Kerner
Autora: Renata Bueno"
Língua Portuguesa,4º,EF15LP14,"Construir o sentido de histórias em quadrinhos e tirinhas, relacionando imagens e palavras e interpretando recursos gráficos (tipos de balões, de letras, onomatopeias)",1.0,4º e 5º,Módulo 2,Aula 07,15 e 16,LP_Unidade_04: Onomatopeias e Poemas,"Distribuir uma folha de papel em branco para cada aluno epedir para que escreva alguns sons que ele conhece como:espirro, telefone tocando, badalo de sino, choro, trovão, entreoutros. Em seguida, trocar as folhas entre eles e pedir paraque identifiquem os sons que o colega escreveu.","História: A Feira de Aracaju
Narradora Maria Aldira da Silva Nascimento
Autor: Abdias Soares
Livro: Sergipe Sociedade e Cultura"
Matemática,4º,EF04MA04,"Utilizar as relações entre adição e subtração, bem como entre multiplicação e divisão, para ampliar as estratégias de cálculo.",1.0,4º e 5º,Módulo 2,Aula 08,17 e 18,MAT_Unidade_01: O Mundo dos Números,"Pedir para que cada um liste em seu caderno locais e situações que eles usam os números. Em seguida, abrir uma roda de conversa para compartilhamento dessas experiências e vivências com os números no contexto de uso social.","História: A Menina que não gostava de frutas
Autora: Cidália Fernandes
Narradora: Patrícia Marisa"
Matemática,4º,EF05MA19,"Resolver e elaborar problemas envolvendo medidas das grandezas de comprimento, área, massa, tempo, temperatura e capacidade, recorrendo a transformações entre as unidades mais usuais em contextos socioculturais.",1.0,4º e 5º,Módulo 2,Aula 08,17 e 18,MAT_Unidade_01: O Mundo dos Números,"Pedir para que cada um liste em seu caderno locais e situações que eles usam os números. Em seguida, abrir uma roda de conversa para compartilhamento dessas experiências e vivências com os números no contexto de uso social.","História: A Menina que não gostava de frutas
Autora: Cidália Fernandes
Narradora: Patrícia Marisa"
Matemática,4º,EF04MA04,"Utilizar as relações entre adição e subtração, bem como entre multiplicação e divisão, para ampliar as estratégias de cálculo.",1.0,4º e 5º,Módulo 2,Aula 08,17 e 18,MAT_Unidade_08: Números para medir e operar,"Pedir para que cada um liste em seu caderno locais esituações que eles usam os números. Em seguida, abrir umaroda de conversa para compartilhamento dessasexperiências e vivências com os números no contexto deuso social.","História: A Menina que não gostava de frutas
Autora: Cidália Fernandes
Narradora: Patrícia Marisa"
Matemática,4º,EF05MA19,"Resolver e elaborar problemas envolvendo medidas das grandezas de comprimento, área, massa, tempo, temperatura e capacidade, recorrendo a transformações entre as unidades mais usuais em contextos socioculturais.",1.0,4º e 5º,Módulo 2,Aula 08,17 e 18,MAT_Unidade_08: Números para medir e operar,"Pedir para que cada um liste em seu caderno locais esituações que eles usam os números. Em seguida, abrir umaroda de conversa para compartilhamento dessasexperiências e vivências com os números no contexto deuso social.","História: A Menina que não gostava de frutas
Autora: Cidália Fernandes
Narradora: Patrícia Marisa"
Ciências,4º,EF04CI04,"Analisar e construir cadeias alimentares simples, reconhecendo a posição ocupada pelos seres vivos nessas cadeias e o papel do Sol como fonte primária de energia na produção de alimentos.",1.0,4º e 5º,Módulo 2,Aula 09,19 e 20,CIE_Unidade_03: Os Alimentos,"Pedir para que cada aluno, em seu caderno, monteuma lista de compras. Em seguida, pedir para queclassifiquem e organizem a lista em: frutas, legumes everduras. Podendo, também, construir um cartaz coma pirâmide alimentar.","História: O grande rabanete
Autora: Tatiana Belinky
Narradora: Luciana Celi"
Ciências,4º,EF05CI08,"Organizar um cardápio equilibrado com base nas características dos grupos alimentares (nutrientes e calorias), nas necessidades individuais (atividades realizadas, idade, sexo etc.) e dos alimentos disponíveis na região, para a manutenção da saúde do organismo.",1.0,4º e 5º,Módulo 2,Aula 09,19 e 20,CIE_Unidade_03: Os Alimentos,"Pedir para que cada aluno, em seu caderno, monteuma lista de compras. Em seguida, pedir para queclassifiquem e organizem a lista em: frutas, legumes everduras. Podendo, também, construir um cartaz coma pirâmide alimentar.","História: O grande rabanete
Autora: Tatiana Belinky
Narradora: Luciana Celi"
Ciências,4º,EF04CI04,"Analisar e construir cadeias alimentares simples, reconhecendo a posição ocupada pelos seres vivos nessas cadeias e o papel do Sol como fonte primária de energia na produção de alimentos.",1.0,4º e 5º,Módulo 2,Aula 09,19 e 20,CIE_Unidade_09: Cuidados com as Plantas,"Pedir para que cada aluno, em seu caderno, monteuma lista de compras. Em seguida, pedir para queclassifiquem e organizem a lista em: frutas, legumes everduras. Podendo, também, construir um cartaz coma pirâmide alimentar.","História: O grande rabanete
Autora: Tatiana Belinky
Narradora: Luciana Celi"
Ciências,4º,EF05CI08,"Organizar um cardápio equilibrado com base nas características dos grupos alimentares (nutrientes e calorias), nas necessidades individuais (atividades realizadas, idade, sexo etc.) e dos alimentos disponíveis na região, para a manutenção da saúde do organismo.",1.0,4º e 5º,Módulo 2,Aula 09,19 e 20,CIE_Unidade_09: Cuidados com as Plantas,"Pedir para que cada aluno, em seu caderno, monteuma lista de compras. Em seguida, pedir para queclassifiquem e organizem a lista em: frutas, legumes everduras. Podendo, também, construir um cartaz coma pirâmide alimentar.","História: O grande rabanete
Autora: Tatiana Belinky
Narradora: Luciana Celi"
Maneiras de pensar e agir,4º,EF04GE11,"Identificar as características das paisagens naturais e antrópicas (relevo, cobertura vegetal, rios etc.) no ambiente em que vive, bem como a ação humana na conservação ou degradação dessas áreas.",1.0,4º e 5º,Módulo 2,Aula 10,21 e 22,MP_Unidade_03: Comportamentos Positivos: Direitos e Deveres,"Confeccionar um cartaz com direitos e deveres, enquantocidadão e estudante.","História: O Menino que Aprendeu a Ver
Autora : Ruth Rocha
Narradora: Sonia Kerner"
Maneiras de pensar e agir,4º,EF05GE1,"Descrever e analisar dinâmicas populacionais no seu município e na Unidade da Federação em que vive, estabelecendo relações entre migrações e condições de infraestrutura cultural e socioeconômica.",1.0,4º e 5º,Módulo 2,Aula 10,21 e 22,MP_Unidade_03: Comportamentos Positivos: Direitos e Deveres,"Confeccionar um cartaz com direitos e deveres, enquantocidadão e estudante.","História: O Menino que Aprendeu a Ver
Autora : Ruth Rocha
Narradora: Sonia Kerner"
Língua Portuguesa,4º,EF04LP12,"Assistir, em vídeo digital, a programa infantil com instruções de montagem, de jogos e brincadeiras e, a partir dele, planejar e produzir tutoriais em áudio ou vídeo.",1.0,4º e 5º,Módulo 3,Aula 11,23 e 24,LP_Unidade_06: Desafios e histórias,"Escolher uma historinha previamente, solicitar que os alunosescolham 05 palavras realizem a separação silábica, façama contagem de letras e identifiquem se há ou não encontroconsonantal.","História: João Jiló
Autor: Conto Popular
Narradora: Natiara"
Língua Portuguesa,4º,EF05LP04,"Diferenciar, na leitura de textos, vírgula, ponto e vírgula, dois-pontos e reconhecer, na leitura de textos, o efeito de sentido que decorre do uso de reticências, aspas, parênteses.",1.0,4º e 5º,Módulo 3,Aula 11,23 e 24,LP_Unidade_06: Desafios e histórias,"Escolher uma historinha previamente, solicitar que os alunosescolham 05 palavras realizem a separação silábica, façama contagem de letras e identifiquem se há ou não encontroconsonantal.","História: João Jiló
Autor: Conto Popular
Narradora: Natiara"
Matemática,4º,EF03MA13,"Associar figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera) a objetos do mundo físico e nomear essas figuras.",1.0,4º e 5º,Módulo 3,Aula 12,25 e 26,MAT_Unidade_11: Noções Geométricas: Figuras Planas,"Solicitar que os alunos identifiquem na escola as formasgeométricas estudadas.","História: A tartaruga e a fruta amarela
Autor: Ricardo Azevedo
Narradora: Valdira Silva Nascimento"
Matemática,4º,EF04MA20,"Medir e estimar comprimentos (incluindo perímetros), massas e capacidades, utilizando unidades de medida padronizadas mais usuais, valorizando e respeitando a cultura local.",1.0,4º e 5º,Módulo 3,Aula 12,25 e 26,MAT_Unidade_11: Noções Geométricas: Figuras Planas,"Solicitar que os alunos identifiquem na escola as formasgeométricas estudadas.","História: A tartaruga e a fruta amarela
Autor: Ricardo Azevedo
Narradora: Valdira Silva Nascimento"
Matemática,4º,EF04MA03,"Resolver e elaborar problemas com números naturais envolvendo adição e subtração, utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",1.0,4º e 5º,Módulo 3,Aula 13,27 e 28,MAT_Unidade_12: Figuras Geométricas Tridimensionais,"Propor a resolução de problemas matemáticos envolvendoas 4 operações e a partir do resultado, informar se é umnumeral par ou ímpar","História: Amanda no país das vitaminas
Autor: Leonardo Mendes Cardoso
Narradora : Valdira Texto"
Matemática,4º,EF05MA07,"Resolver e elaborar problemas de adição e subtração com números naturais e com números racionais, cuja representação decimal seja finita, utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmo",1.0,4º e 5º,Módulo 3,Aula 13,27 e 28,MAT_Unidade_12: Figuras Geométricas Tridimensionais,"Propor a resolução de problemas matemáticos envolvendoas 4 operações e a partir do resultado, informar se é umnumeral par ou ímpar","História: Amanda no país das vitaminas
Autor: Leonardo Mendes Cardoso
Narradora : Valdira Texto"
